Region,Department,Gender,Age,Job_Title,Education_Level,Performance_Score,Work_Hours_Per_Week,Remote_Work_Frequency,Team_Size,Employee_Satisfaction_Score,Industry,Actual_Working_Hours,Employment_Year,Avg_Unemployment_Rate,State_Full,Percent_Treated,Percent_Work_Interference,Percent_Consequences
Florida,Engineering,Male,47,Coordinator,High School,2.0,34.0,100,19,3.708123766155197,Telecommunications,31.564790786177227,2010,11.033333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Texas,Engineering,Female,24,Consultant,Bachelor,3.0,35.0,25,14,3.207582797216884,Healthcare,35.2306233405184,2016,4.641666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Sales,Male,37,Team Lead,Bachelor,4.0,43.0,50,4,1.7391534739824697,Technology,39.13821865570374,2022,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
New York,Legal,Male,57,Manager,Bachelor,2.0,38.0,50,13,3.297374846919478,Retail,40.857502483770496,2017,4.7,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,HR,Female,53,Coordinator,Bachelor,5.0,45.0,0,5,1.974066303828539,Finance,42.8092586737266,2018,4.325,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Sales,Male,34,Coordinator,Bachelor,5.0,45.0,50,10,2.279055386633915,Consulting,45.5996400716758,2018,4.5249999999999995,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Pennsylvania,Legal,Female,58,Analyst,Master,5.0,40.0,0,3,3.450681269911024,Finance,71.15350661818401,2022,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Florida,Customer Support,Male,47,Manager,High School,5.0,56.0,75,10,3.4521634710112865,Healthcare,59.94459280790172,2018,3.6750000000000003,Florida,66.66666666666666,25.0,8.333333333333332
California,IT,Male,54,Team Lead,Bachelor,4.0,44.0,0,7,2.771998057393804,Consulting,46.7045112564699,2006,4.916666666666667,California,73.50427350427351,16.23931623931624,27.350427350427353
New York,HR,Female,33,Developer,Bachelor,4.0,50.0,50,19,3.97592268534632,Healthcare,50.80662149655527,2013,7.708333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
North Carolina,Sales,Female,36,Team Lead,Bachelor,4.0,49.0,0,19,2.606610183513193,Finance,37.73374046342771,2013,7.958333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
California,Sales,Other,32,Developer,Bachelor,4.0,37.0,0,6,3.794775628101889,Healthcare,36.761164540358976,2005,5.3999999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Texas,IT,Male,51,Consultant,High School,4.0,38.0,0,19,3.4931706329277654,Telecommunications,38.194498244836495,2021,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
New York,Engineering,Female,33,Manager,Master,2.0,59.0,50,2,3.9302095635708536,Telecommunications,79.1944686784424,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Pennsylvania,IT,Male,58,Specialist,High School,2.0,55.0,50,11,3.655501710006895,Education,40.19965565441478,2005,4.966666666666667,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Ohio,IT,Female,43,Developer,High School,5.0,55.0,100,18,3.472694973316104,Technology,79.8030911367678,2011,8.85,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,HR,Female,60,Analyst,High School,3.0,45.0,0,19,3.808654860931936,Finance,45.73364598287061,2016,5.091666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,Marketing,Male,34,Manager,Bachelor,2.0,53.0,0,19,3.6108403504441,Education,52.81649391926042,2017,4.7,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,Marketing,Male,22,Specialist,Bachelor,4.0,38.0,25,5,4.341902333383641,Technology,40.57053850088551,2010,8.133333333333333,Texas,69.44444444444444,13.88888888888889,36.11111111111111
North Carolina,Marketing,Female,34,Analyst,Bachelor,4.0,36.0,0,1,2.371629223604229,Finance,37.458506618975,2022,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Marketing,Other,26,Coordinator,Bachelor,5.0,31.0,0,8,3.688270750404837,Consulting,33.03495507058437,2019,7.106436781609196,Illinois,76.0,16.0,16.0
Pennsylvania,Finance,Female,58,Specialist,,5.0,37.0,50,1,1.5396695202334116,Healthcare,62.223312597247286,2010,8.433333333333334,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Florida,Legal,Male,41,Specialist,Bachelor,4.0,41.0,50,6,3.971705478860751,Telecommunications,46.81828379546606,2022,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
North Carolina,Marketing,Male,58,Specialist,Bachelor,2.0,34.0,100,1,4.046662517896813,Retail,34.4671361201543,2016,5.091666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,Marketing,Male,30,Team Lead,Master,5.0,45.0,0,2,3.0233019222282627,Telecommunications,45.38250419173223,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Florida,Engineering,Male,35,Analyst,Bachelor,3.0,48.0,50,3,2.3997093634696776,Telecommunications,49.12859935315588,2006,3.2416666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Ohio,Legal,Male,49,Team Lead,Bachelor,3.0,34.0,50,16,3.057830262300729,Finance,55.14814948337791,2010,10.241666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Operations,Female,49,Manager,Bachelor,4.0,38.0,0,16,2.238330120542124,Technology,38.43343524013627,2008,4.825,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Florida,Sales,Male,32,Developer,Bachelor,4.0,48.0,50,14,3.6616521760546,Finance,48.18268706427426,2004,4.608333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Illinois,Engineering,Female,24,Consultant,Master,3.0,44.0,0,17,2.742658291815548,Healthcare,70.18776050076416,2022,7.106436781609196,Illinois,76.0,16.0,16.0
Illinois,Sales,Female,28,Coordinator,High School,3.0,45.0,0,13,3.6438127217578415,Finance,44.37652766760701,2006,4.566666666666666,Illinois,76.0,16.0,16.0
Florida,Finance,Other,23,Developer,Bachelor,5.0,42.0,25,5,3.132900493146114,Technology,45.587550480305865,2006,3.2416666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Pennsylvania,Finance,Female,47,Developer,Bachelor,2.0,51.0,75,15,4.54899250656409,Retail,78.84794314741451,2014,5.875,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
California,Operations,Female,45,Coordinator,High School,4.0,37.0,100,18,3.862198378621952,Telecommunications,80.79280617460326,2008,7.291666666666667,California,73.50427350427351,16.23931623931624,27.350427350427353
Ohio,IT,Female,23,Analyst,Bachelor,4.0,32.0,100,18,3.0466080002523084,Telecommunications,65.80025066177159,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Customer Support,Female,24,Developer,Bachelor,4.0,37.0,0,5,1.6872526575342266,Education,37.0764949238315,2022,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Illinois,Engineering,Male,48,Analyst,Bachelor,5.0,39.0,50,18,2.5684149708724013,Consulting,71.04506550874544,2011,9.691666666666666,Illinois,76.0,16.0,16.0
Ohio,Operations,Female,50,Team Lead,Bachelor,3.0,46.0,100,2,3.018449033750823,Consulting,51.25100467162595,2017,5.041666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Illinois,Marketing,Female,47,Manager,High School,5.0,48.0,0,1,4.333655979049459,Retail,50.25550018413972,2009,10.200000000000001,Illinois,76.0,16.0,16.0
North Carolina,Sales,Female,57,Specialist,High School,3.0,41.0,50,3,3.422005774605993,Retail,41.60546451532984,2006,4.758333333333334,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Engineering,Male,25,Coordinator,Bachelor,5.0,46.0,50,16,3.307839546071788,Education,42.7851563624739,2012,9.191666666666666,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,Finance,Female,48,Coordinator,Bachelor,4.0,56.0,0,4,2.5467171424727795,Technology,65.31060373159822,2008,6.3,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Operations,Female,30,Consultant,Master,3.0,35.0,50,16,2.593604470830497,Education,35.83979660985622,2020,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Legal,Female,40,Specialist,Bachelor,5.0,55.0,75,9,3.615939842132516,Technology,57.79099633807596,2006,4.7250000000000005,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,IT,Other,30,Specialist,Master,3.0,41.0,75,16,2.5674315803213337,Education,44.7027342825694,2004,5.4750000000000005,North Carolina,63.63636363636363,0.0,27.27272727272727
North Carolina,Marketing,Male,24,Team Lead,Bachelor,2.0,59.0,50,10,2.941232420469472,Healthcare,68.84852523671255,2004,5.4750000000000005,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Operations,Female,32,Specialist,High School,5.0,35.0,0,13,2.7693613657871503,Finance,85.0,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,Operations,Female,40,Specialist,,5.0,59.0,0,15,1.6499423032740097,Education,60.74901205105749,2007,4.008333333333334,Florida,66.66666666666666,25.0,8.333333333333332
Michigan,Legal,Male,51,Coordinator,High School,3.0,41.0,100,11,3.5129321369613447,Telecommunications,44.68951705892394,2016,4.991666666666666,Michigan,55.55555555555556,0.0,22.22222222222222
Ohio,HR,Male,38,Developer,Master,4.0,53.0,75,11,2.3662489444139125,Education,54.45748425450209,2005,5.908333333333334,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Florida,Customer Support,Male,28,Developer,Bachelor,3.0,30.0,50,16,1.8509434499192297,Telecommunications,47.77727534315842,2012,8.483333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Texas,Operations,Female,45,Coordinator,Bachelor,3.0,43.0,50,17,2.963800641905033,Education,72.7725186372761,2018,3.9166666666666665,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Pennsylvania,HR,Female,46,Coordinator,Master,3.0,39.0,0,7,2.2259871410399885,Telecommunications,44.77961700584888,2018,4.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Georgia,Engineering,Female,23,Analyst,Master,5.0,37.0,0,1,4.3958702115650565,Technology,55.56194982363465,2011,10.233333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Pennsylvania,Customer Support,Male,27,Analyst,Master,3.0,38.0,0,2,2.9420822180200896,Technology,38.14888383781296,2018,4.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
California,Operations,Female,24,Manager,Bachelor,3.0,36.0,25,10,3.016286521774267,Healthcare,37.46762699449195,2019,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Georgia,HR,Male,36,Manager,High School,2.0,50.0,100,8,2.4760730206487818,Telecommunications,54.21916008775271,2011,10.233333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,Finance,Female,41,Developer,Bachelor,3.0,44.0,0,5,3.861930758991445,Consulting,44.971989785942846,2020,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Texas,Sales,Female,37,Developer,High School,4.0,34.0,100,9,2.7792184663690924,Consulting,70.38639444541718,2022,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Marketing,Male,42,Manager,Bachelor,5.0,31.0,75,14,3.2688408738917527,Retail,33.75169917664206,2006,4.891666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
California,Customer Support,Female,31,Coordinator,Master,5.0,47.0,0,8,2.654127565823768,Consulting,68.35836909005477,2019,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Sales,Female,56,Manager,Master,2.0,52.0,100,2,2.312551833670642,Telecommunications,56.39244965412577,2014,6.266666666666667,Florida,66.66666666666666,25.0,8.333333333333332
California,Sales,Female,43,Coordinator,Bachelor,4.0,59.0,0,4,3.331917935920688,Healthcare,84.1053989025528,2010,12.225,California,73.50427350427351,16.23931623931624,27.350427350427353
California,Marketing,Male,40,Consultant,,5.0,30.0,75,2,3.6690782563380058,Finance,32.88568457788124,2013,8.941666666666666,California,73.50427350427351,16.23931623931624,27.350427350427353
North Carolina,Finance,Male,51,Specialist,Bachelor,3.0,37.0,25,16,2.9200445290414234,Education,38.45191140047537,2016,5.091666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Finance,Female,56,Consultant,Bachelor,2.0,57.0,100,14,3.028645351641648,Finance,62.46508364176794,2020,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,Marketing,Female,38,Team Lead,High School,2.0,51.0,75,2,3.335171808385949,Finance,66.80181591246473,2022,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
North Carolina,IT,Female,49,Coordinator,High School,4.0,40.0,50,13,3.913863164663178,Technology,68.88002704796436,2009,10.575000000000001,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Sales,Female,28,Coordinator,High School,3.0,45.0,0,13,3.512032790539613,Healthcare,46.11869752791934,2023,7.106436781609196,Illinois,76.0,16.0,16.0
California,Marketing,Female,54,Developer,Master,2.0,37.0,50,16,1.6339118870957912,Technology,40.15704213184714,2009,11.141666666666666,California,73.50427350427351,16.23931623931624,27.350427350427353
Georgia,Legal,Female,40,Developer,Bachelor,5.0,55.0,75,9,4.216660962351463,Healthcare,59.14030123356772,2015,5.958333333333333,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,Operations,Female,30,Coordinator,Bachelor,5.0,47.0,50,7,3.1138841174980185,Healthcare,49.67813451327405,2020,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
Texas,HR,Female,46,Team Lead,Bachelor,4.0,44.0,0,15,2.95558674583468,Education,46.60700829080038,2011,7.758333333333334,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Michigan,HR,Male,38,Coordinator,Bachelor,5.0,46.0,50,1,2.201312250080124,Consulting,53.5125827660866,2010,12.575000000000001,Michigan,55.55555555555556,0.0,22.22222222222222
Illinois,Legal,Male,30,Consultant,Bachelor,5.0,44.0,100,11,2.6954476206512243,Finance,73.86734457538802,2005,5.683333333333334,Illinois,76.0,16.0,16.0
Pennsylvania,Sales,Male,52,Specialist,Bachelor,4.0,35.0,0,13,4.363657384762199,Consulting,49.40498061166471,2010,8.433333333333334,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
New York,Finance,Male,39,Coordinator,,4.0,40.0,50,4,1.9186182023046177,Telecommunications,41.006416145887655,2013,7.708333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,HR,Other,32,Developer,Master,2.0,48.0,0,16,3.0547214055874825,Healthcare,51.08770131939976,2017,5.041666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,Operations,Male,30,Analyst,Bachelor,2.0,53.0,100,5,2.6339166560580582,Telecommunications,53.34129330450091,2018,4.325,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,Finance,Female,28,Team Lead,High School,4.0,46.0,0,11,3.2861647458015986,Retail,49.44479329832069,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,Marketing,Male,30,Team Lead,Master,5.0,45.0,0,2,3.2234878497064803,Technology,49.34506515931569,2011,8.299999999999999,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Finance,Other,29,Team Lead,,5.0,38.0,50,2,4.448752365217981,Technology,39.63053319917819,2010,10.241666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Florida,Finance,Male,28,Specialist,High School,3.0,35.0,0,3,3.678499166007816,Healthcare,84.42337398424966,2010,11.033333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Engineering,Female,23,Manager,Master,5.0,37.0,0,1,1.7858113736208558,Finance,60.12902726966086,2018,4.0,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Illinois,Engineering,Female,53,Coordinator,High School,3.0,41.0,0,6,4.1145347657249465,Telecommunications,44.529545931862245,2017,4.9750000000000005,Illinois,76.0,16.0,16.0
Georgia,Marketing,Female,39,Developer,Master,4.0,40.0,100,8,1.8117621776170767,Finance,57.826377095523135,2019,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Customer Support,Male,26,Coordinator,Master,5.0,47.0,50,13,2.9151243921167533,Finance,40.24660509772,2006,5.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,HR,Female,46,Manager,Bachelor,3.0,49.0,0,3,4.447321117190342,Retail,53.56631614000558,2011,8.299999999999999,New York,73.17073170731707,14.634146341463413,19.51219512195122
Michigan,Sales,Female,30,Team Lead,Bachelor,2.0,59.0,50,8,3.1067481706822258,Healthcare,46.02413927045062,2005,6.783333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
California,IT,Male,29,Coordinator,Bachelor,5.0,49.0,25,13,3.082980496750965,Healthcare,71.88345673280737,2005,5.3999999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Michigan,HR,Female,47,Team Lead,High School,5.0,55.0,50,7,3.046863589333355,Consulting,36.81706131560615,2011,10.391666666666667,Michigan,55.55555555555556,0.0,22.22222222222222
Pennsylvania,Operations,Male,37,Team Lead,High School,4.0,38.0,50,5,1.7293404960679075,Telecommunications,37.64209659001841,2020,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,Operations,Male,47,Consultant,Bachelor,3.0,36.0,25,1,4.28418505926587,Education,38.68086590373856,2012,8.991666666666667,Illinois,76.0,16.0,16.0
Illinois,Legal,Female,38,Team Lead,Master,5.0,50.0,75,2,2.416861832191204,Technology,52.4925944173465,2006,4.566666666666666,Illinois,76.0,16.0,16.0
Illinois,HR,Male,51,Consultant,Bachelor,5.0,40.0,25,19,3.604410436657655,Finance,41.5748417870917,2017,4.9750000000000005,Illinois,76.0,16.0,16.0
North Carolina,Sales,Female,38,Team Lead,,5.0,36.0,0,10,4.172745605907852,Retail,36.59436061349789,2007,4.716666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
Michigan,HR,Female,22,Analyst,High School,4.0,48.0,100,16,3.528508068789089,Telecommunications,49.635379303487845,2023,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
Georgia,Operations,Female,25,Team Lead,Bachelor,3.0,43.0,0,15,3.756348194535355,Finance,43.55434244166808,2005,5.325,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,HR,Female,53,Specialist,Master,4.0,49.0,0,1,2.3543914122905893,Technology,51.65491775280221,2018,4.083333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
Ohio,Operations,Female,31,Coordinator,High School,4.0,54.0,100,11,3.681464976421319,Education,52.626680992268064,2006,5.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Florida,Legal,Male,23,Manager,Bachelor,5.0,45.0,0,3,3.313706470949508,Technology,36.51108762503501,2021,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
California,Legal,Female,54,Manager,High School,2.0,41.0,0,7,3.502742958322578,Healthcare,42.58585485888771,2013,8.941666666666666,California,73.50427350427351,16.23931623931624,27.350427350427353
Georgia,IT,Female,39,Manager,Bachelor,3.0,48.0,0,7,1.6336884223163453,Telecommunications,50.22840594235559,2020,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Illinois,Sales,Male,26,Analyst,Bachelor,4.0,47.0,0,2,3.983822636672565,Retail,47.45121126130623,2020,7.106436781609196,Illinois,76.0,16.0,16.0
New York,Sales,Female,53,Developer,Bachelor,5.0,41.0,25,16,3.620372736020632,Telecommunications,44.15215225830344,2021,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Finance,Male,45,Team Lead,,4.0,48.0,0,9,3.986750393396607,Consulting,37.65917280142639,2016,5.366666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Finance,Female,58,Specialist,High School,3.0,44.0,0,16,2.050916581872131,Education,44.5747623951377,2021,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,IT,Male,30,Manager,Bachelor,4.0,53.0,50,11,2.9975434946677466,Consulting,54.39084326422396,2011,11.708333333333334,California,73.50427350427351,16.23931623931624,27.350427350427353
Texas,Marketing,Female,34,Analyst,Bachelor,2.0,59.0,0,15,1.766662835175902,Consulting,64.48578150607987,2010,8.133333333333333,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Michigan,Operations,Female,43,Coordinator,Master,5.0,42.0,50,10,2.663857053837201,Education,42.35625449260502,2016,4.991666666666666,Michigan,55.55555555555556,0.0,22.22222222222222
Texas,Finance,Male,27,Consultant,Bachelor,5.0,40.0,25,15,3.4251237898807174,Education,40.1996268004627,2006,4.891666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
New York,Operations,Male,28,Analyst,Bachelor,2.0,36.0,75,15,2.323875267844571,Finance,36.81620383071517,2018,4.325,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Operations,Male,37,Analyst,Bachelor,4.0,41.0,25,3,3.144983336464325,Finance,42.63894413641732,2010,10.241666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Ohio,HR,Other,52,Coordinator,High School,5.0,36.0,50,18,2.351033770060514,Technology,73.93871974307635,2022,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Ohio,Customer Support,Female,31,Developer,Bachelor,4.0,36.0,0,13,2.1044070344967185,Consulting,36.69878341542805,2009,10.291666666666666,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Illinois,Customer Support,Female,45,Manager,Bachelor,4.0,46.0,0,5,3.60562021558608,Retail,45.64686861991656,2015,5.966666666666666,Illinois,76.0,16.0,16.0
California,HR,Male,50,Analyst,Bachelor,4.0,49.0,50,4,3.962313810705429,Healthcare,63.18664114796812,2014,7.5,California,73.50427350427351,16.23931623931624,27.350427350427353
Ohio,Legal,Male,30,Developer,High School,3.0,36.0,0,7,2.2062551685488616,Finance,36.96352726977978,2007,5.541666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Engineering,Female,53,Consultant,Bachelor,3.0,40.0,0,12,3.7689534155186553,Healthcare,40.03923274468965,2017,4.258333333333334,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Michigan,Engineering,Other,41,Analyst,Master,4.0,43.0,0,12,2.9635248439397195,Education,44.5290013264848,2010,12.575000000000001,Michigan,55.55555555555556,0.0,22.22222222222222
New York,Finance,Male,47,Specialist,High School,3.0,50.0,0,12,2.79413126530492,Telecommunications,51.52296677004522,2009,8.316666666666666,New York,73.17073170731707,14.634146341463413,19.51219512195122
North Carolina,Sales,Female,39,Manager,Master,4.0,43.0,0,14,3.7713438623953337,Consulting,44.67683994749476,2013,7.958333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Legal,Male,51,Specialist,Bachelor,3.0,36.0,50,8,3.7442460485368416,Telecommunications,36.054074638300406,2005,5.325,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Finance,Female,60,Manager,Bachelor,3.0,41.0,0,14,3.8128290618863296,Healthcare,59.454713412202544,2010,10.491666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Engineering,Female,58,Manager,Bachelor,2.0,54.0,75,6,2.483961022986961,Consulting,57.20884191067422,2007,4.55,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,HR,Female,44,Coordinator,Bachelor,3.0,46.0,75,17,2.569236953197753,Consulting,50.25466535314782,2016,4.8500000000000005,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Legal,Female,23,Consultant,Master,4.0,44.0,0,17,2.8610581065556566,Consulting,52.97479143206132,2021,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,Sales,Male,31,Consultant,Bachelor,5.0,39.0,0,1,2.258710252786152,Retail,38.241488404291935,2005,5.241666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Florida,Legal,Male,41,Team Lead,Bachelor,4.0,41.0,50,6,1.5143235780970548,Education,46.26702428909272,2013,7.233333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Texas,Customer Support,Female,28,Analyst,Bachelor,4.0,40.0,0,9,3.2303257745266447,Finance,42.978492343003296,2012,6.741666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Pennsylvania,HR,Male,26,Team Lead,High School,3.0,48.0,0,16,3.314184774803336,Consulting,42.267968259928175,2018,4.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
New York,Marketing,Male,47,Consultant,Bachelor,2.0,48.0,75,1,2.125959301063218,Education,52.59333247170471,2013,7.708333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Engineering,Male,27,Consultant,Bachelor,3.0,41.0,50,9,2.7744478191647923,Consulting,44.54358308642384,2008,7.291666666666667,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,Customer Support,Male,28,Analyst,,4.0,43.0,50,18,2.591724977620841,Telecommunications,77.41101151735683,2016,5.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Sales,Female,58,Coordinator,Bachelor,4.0,38.0,25,6,2.252489245585274,Technology,41.30280658662248,2023,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
California,IT,Male,50,Developer,High School,5.0,36.0,0,1,2.830522037379077,Finance,80.77101306199025,2023,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Georgia,Engineering,Female,23,Specialist,High School,4.0,43.0,0,7,2.49361200382084,Finance,47.4043884935507,2021,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Pennsylvania,Legal,Female,30,Developer,Bachelor,3.0,41.0,0,12,3.947713202311745,Retail,49.74084105560976,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Michigan,Operations,Female,25,Specialist,,4.0,40.0,100,1,1.738190378321725,Healthcare,41.737596284001775,2009,13.608333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
Florida,Operations,Female,29,Coordinator,Bachelor,3.0,55.0,75,14,2.6784116676656704,Telecommunications,37.21720497841591,2009,10.391666666666667,Florida,66.66666666666666,25.0,8.333333333333332
New York,HR,Female,48,Specialist,Bachelor,2.0,44.0,50,12,2.99302392163147,Telecommunications,45.092801139455005,2011,8.299999999999999,New York,73.17073170731707,14.634146341463413,19.51219512195122
Michigan,Sales,Male,43,Manager,Bachelor,5.0,45.0,25,16,2.3272937671916,Telecommunications,46.27935550876409,2009,13.608333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
Texas,Sales,Female,50,Consultant,High School,4.0,44.0,0,11,3.796312178059416,Retail,44.20344233487096,2023,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Illinois,Operations,Male,53,Developer,High School,2.0,56.0,50,10,2.0413565049999525,Telecommunications,61.16240157737511,2010,10.366666666666667,Illinois,76.0,16.0,16.0
Florida,Customer Support,Male,47,Manager,High School,5.0,56.0,75,10,3.4521634710112865,Healthcare,59.94459280790172,2018,3.6750000000000003,Florida,66.66666666666666,25.0,8.333333333333332
Michigan,Operations,Female,56,Developer,Bachelor,4.0,42.0,0,18,3.650970101470418,Healthcare,46.47974427305695,2009,13.608333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
Ohio,Customer Support,Female,46,Specialist,Bachelor,3.0,38.0,0,19,1.6133294687207789,Finance,75.36865577338328,2009,10.291666666666666,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Georgia,Operations,Female,27,Consultant,High School,5.0,42.0,0,1,3.480556698763397,Finance,45.98366663574309,2016,5.366666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
